host_id,signup_month,churned_month_offset
H4090,2026-06,1
H4091,2026-06,
H4092,2026-06,
H4093,2026-06,
H4094,2026-06,
H4095,2026-06,
H4096,2026-06,
H4097,2026-06,1
H4098,2026-06,1
H4099,2026-06,
H4100,2026-06,1
H4101,2026-06,
H4102,2026-06,
H4103,2026-06,
H4104,2026-06,1
H4105,2026-06,
H4106,2026-06,
H4107,2026-06,
H4108,2026-06,1
H4109,2026-06,
H4110,2026-06,
H4111,2026-06,
H4112,2026-06,
H4113,2026-06,1
H4114,2026-06,1
H4115,2026-06,
H4116,2026-06,
H4117,2026-06,
H4118,2026-06,
H4119,2026-06,1
H4120,2026-06,
